 LB306 , Slip Law Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Slip/LB306.pdf 
 LB108A , Slip Law Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Slip/LB108A.pdf 
 LB267 , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB267.pdf 
 LB51 , Slip Law Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Slip/LB51.pdf 
 LB24 , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB24.pdf 
 LB17 , Final Reading Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Final/LB17.pdf 
 LB420 , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB420.pdf 
 LB250 , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB250.pdf 
 LB14 , Slip Law Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Slip/LB14.pdf 
 LR133 , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LR133.pdf 
 LB14 , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB14.pdf 
 LB392 , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB392.pdf 
 LB131 , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB131.pdf 
 LB379 , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB379.pdf 
 LR256 , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LR256.pdf 
 LR254 , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LR254.pdf 
 LR253 , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LR253.pdf 
 LR252 , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LR252.pdf 
 LR249 , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LR249.pdf 
 LR191 , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LR191.pdf 
 LR153 , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LR153.pdf 
 LB147A , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB147A.pdf 
 LR119 , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LR119.pdf 
 LB529A , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB529A.pdf 
 LB39A , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB39A.pdf 
 LB566A , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB566A.pdf 
 LB485A , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB485A.pdf 
 LB306A , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB306A.pdf 
 LB406A , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB406A.pdf 
 LB411A , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB411A.pdf 
 LB428A , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB428A.pdf 
 LB247A , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB247A.pdf 
 LR97 , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LR97.pdf 
 LB323A , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB323A.pdf 
 LB322A , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB322A.pdf 
 LB131A , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB131A.pdf 
 LB132A , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB132A.pdf 
 LB473A , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB473A.pdf 
 LB561A , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB561A.pdf 
 LB275A , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB275A.pdf 
 LB386A , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB386A.pdf 
 LR54 , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LR54.pdf 
 LR47 , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LR47.pdf 
 LB113A , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB113A.pdf 
 LB106A , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB106A.pdf 
 LB684 , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB684.pdf 
 LB678 , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB678.pdf 
 LB673 , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB673.pdf 
 LB666 , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB666.pdf 
 LB660 , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB660.pdf 
 LB659 , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB659.pdf 
 LB646 , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB646.pdf 
 LB644 , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB644.pdf 
 LB629 , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB629.pdf 
 LB628 , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB628.pdf 
 LB598 , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB598.pdf 
 LB588 , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB588.pdf 
 LB582 , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB582.pdf 
 LB578 , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB578.pdf 
 LB572 , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB572.pdf 
 LB570 , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB570.pdf 
 LB566 , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB566.pdf 
 LB565 , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB565.pdf 
 LB561 , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB561.pdf 
 LB560 , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB560.pdf 
 LB555 , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB555.pdf 
 LB554 , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB554.pdf 
 LB542 , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB542.pdf 
 LB541 , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB541.pdf 
 LB529 , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB529.pdf 
 LB526 , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB526.pdf 
 LB524 , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB524.pdf 
 LB523 , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB523.pdf 
 LB517 , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB517.pdf 
 LB512 , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB512.pdf 
 LB507 , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB507.pdf 
 LB495 , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB495.pdf 
 LB488 , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB488.pdf 
 LR25 , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LR25.pdf 
 LB484 , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB484.pdf 
 LB478 , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB478.pdf 
 LB474 , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB474.pdf 
 LB473 , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB473.pdf 
 LB459 , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB459.pdf 
 LB441 , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB441.pdf 
 LB434 , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB434.pdf 
 LB431 , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB431.pdf 
 LB426 , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB426.pdf 
 LB425 , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB425.pdf 
 LB411 , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB411.pdf 
 LB408 , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB408.pdf 
 LB394 , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB394.pdf 
 LB386 , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB386.pdf 
 LB385 , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB385.pdf 
 LB384 , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB384.pdf 
 LB382 , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB382.pdf 
 LB381 , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB381.pdf 
 LB365 , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB365.pdf 
 LB363 , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB363.pdf 
 LB355 , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB355.pdf 
 LB341 , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB341.pdf 
 LB329 , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB329.pdf 
 LB325 , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB325.pdf 
 LB323 , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB323.pdf 
 LB311 , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB311.pdf 
 LB306 , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB306.pdf 
 LB299 , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB299.pdf 
 LB293 , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB293.pdf 
 LB288 , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB288.pdf 
 LB287 , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB287.pdf 
 LB284 , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB284.pdf 
 LB275 , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB275.pdf 
 LB271 , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB271.pdf 
 LB270 , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB270.pdf 
 LB265 , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB265.pdf 
 LB253 , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB253.pdf 
 LB247 , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB247.pdf 
 LB242 , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB242.pdf 
 LB241 , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB241.pdf 
 LB238 , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB238.pdf 
 LB232 , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB232.pdf 
 LB228 , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB228.pdf 
 LR12 , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LR12.pdf 
 LB194 , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB194.pdf 
 LB178 , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB178.pdf 
 LB175 , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB175.pdf 
 LB168 , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB168.pdf 
 LB147 , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB147.pdf 
 LB146 , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB146.pdf 
 LB145 , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB145.pdf 
 LB140 , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB140.pdf 
 LB139 , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB139.pdf 
 LB133 , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB133.pdf 
 LB132 , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB132.pdf 
 LB128 , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB128.pdf 
 LB107 , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB107.pdf 
 LB106 , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB106.pdf 
 LB103 , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB103.pdf 
 LB101 , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB101.pdf 
 LB83 , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB83.pdf 
 LB62 , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB62.pdf 
 LB60 , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB60.pdf 
 LB55 , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB55.pdf 
 LB43 , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB43.pdf 
 LB39 , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB39.pdf 
 LB34 , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB34.pdf 
 LB32 , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB32.pdf 
 LB27 , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB27.pdf 
 LB25 , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB25.pdf 
 LB22 , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB22.pdf 
 LB18 , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB18.pdf 
 LB17 , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB17.pdf 
 LB16 , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB16.pdf 
 LB15 , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB15.pdf 
 LB9 , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB9.pdf 
 LB1 , Introduced Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB1.pdf 
 LB285 , Final Reading Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Final/LB285.pdf 
 LB139 , Final Reading Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Final/LB139.pdf 
 LB682 , Final Reading Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Final/LB682.pdf 
 LB572 , Final Reading Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Final/LB572.pdf 
 LB566A , Final Reading Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Final/LB566A.pdf 
 LB566 , Final Reading Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Final/LB566.pdf 
 LB432 , Final Reading Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Final/LB432.pdf 
 LB428A , Final Reading Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Final/LB428A.pdf 
 LB428 , Final Reading Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Final/LB428.pdf 
 LB406A , Final Reading Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Final/LB406A.pdf 
 LB406 , Final Reading Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Final/LB406.pdf 
 LB388A , Final Reading Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Final/LB388A.pdf 
 LB388 , Final Reading Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Final/LB388.pdf 
 LB306A , Final Reading Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Final/LB306A.pdf 
 LB306 , Final Reading Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Final/LB306.pdf 
 LB147A , Final Reading Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Final/LB147A.pdf 
 LB147 , Final Reading Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Final/LB147.pdf 
 LB131A , Final Reading Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Final/LB131A.pdf 
 LB103 , Final Reading Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Final/LB103.pdf 
 LB39A , Final Reading Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Final/LB39A.pdf 
 LB39 , Final Reading Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Final/LB39.pdf 
 LB18 , Final Reading Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Final/LB18.pdf 
 LB485A , Final Reading Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Final/LB485A.pdf 
 LB411A , Final Reading Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Final/LB411A.pdf 
 LB644 , Final Reading Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Final/LB644.pdf 
 LB485 , Final Reading Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Final/LB485.pdf 
 LB247A , Final Reading Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Final/LB247A.pdf 
 LB108A , Final Reading Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Final/LB108A.pdf 
 LB108 , Final Reading Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Final/LB108.pdf 
 LB411 , Final Reading Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Final/LB411.pdf 
 LB669 , Final Reading Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Final/LB669.pdf 
 LB355 , Final Reading Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Final/LB355.pdf 
 LB275A , Final Reading Copy                    ,http://www.nebraskalegislature.gov/FloorDocs/107/PDF/Final/LB275A.pdf 
